date,close,nextshift,shiftdiff,labelFormat
2016-03-01,5083.5,5151.600098,1.01339630137,neutral
2016-03-02,5142.200195,5151.600098,1.00182799242,neutral
2016-03-03,5151.100098,5076.200195,0.985459435543,neutral
2016-03-04,5151.100098,5081.5,0.986488304114,neutral
2016-03-06,5204.700195,5151.799805,0.989836035119,neutral
2016-03-07,5169.5,5073.799805,0.981487533611,neutral
2016-03-08,5215.700195,5073.799805,0.972793606861,neutral
2016-03-09,5210.899902,5073.799805,0.973689746574,neutral
2016-03-10,5224.799805,5070.100098,0.97039126612,neutral
2016-03-11,5224.799805,5000.399902,0.95705100456,down
2016-03-13,5242.399902,5024.600098,0.958454179751,down
2016-03-14,5168.600098,5042.299805,0.975563926285,neutral
2016-03-15,5175.700195,5018.0,0.969530654973,down
2016-03-16,5226.399902,5018.0,0.960125534611,down
2016-03-17,5239.299805,5013.200195,0.956845452939,down
2016-03-18,5239.299805,5053.700195,0.9645754935,down
2016-03-20,5224.899902,5127.200195,0.981301133259,neutral
2016-03-21,5230.799805,5187.700195,0.991760416837,neutral
2016-03-22,5204.299805,5224.100098,1.00380460268,neutral
2016-03-23,5151.600098,5224.100098,1.01407329735,neutral
2016-03-24,5151.600098,5204.899902,1.01034626194,neutral
2016-03-25,5151.600098,5254.700195,1.02001321823,neutral
2016-03-28,5076.200195,5281.200195,1.04038453806,up
2016-03-29,5081.5,5336.399902,1.05016233435,up
2016-03-30,5151.799805,5299.200195,1.02861143592,neutral
2016-03-31,5073.799805,5299.200195,1.04442437594,up
2016-04-01,5073.799805,5283.600098,1.04134973808,up
2016-04-03,5073.799805,5250.899902,1.03490482554,up
2016-04-04,5070.100098,5289.399902,1.04325354525,up
2016-04-05,5000.399902,5316.0,1.06311497164,up
2016-04-06,5024.600098,5316.0,1.05799464561,up
2016-04-07,5042.299805,5312.0,1.05348753653,up
2016-04-08,5018.0,5415.0,1.07911518533,up
2016-04-10,5018.0,5335.600098,1.0632921678,up
2016-04-11,5013.200195,5344.5,1.06608549272,up
2016-04-12,5053.700195,5358.600098,1.06033201243,up
2016-04-13,5127.200195,5358.600098,1.04513182521,up
2016-04-14,5187.700195,5387.799805,1.03857193023,up
2016-04-15,5224.100098,5403.899902,1.03441737345,up
2016-04-17,5224.100098,5434.799805,1.0403322492,up
2016-04-18,5204.899902,5423.399902,1.04197967379,up
2016-04-19,5254.700195,5396.299805,1.0269472291,neutral
2016-04-20,5281.200195,5396.299805,1.02179421453,neutral
2016-04-21,5336.399902,5420.299805,1.01572219184,neutral
2016-04-22,5299.200195,5458.5,1.0300611034,up
2016-04-25,5299.200195,5420.5,1.02289020994,neutral
2016-04-26,5283.600098,5385.600098,1.01930501895,neutral
2016-04-27,5250.899902,5415.200195,1.0312899305,up
2016-04-28,5289.399902,5415.200195,1.02378347172,neutral
2016-04-29,5316.0,5384.899902,1.0129608544,neutral
2016-05-01,5316.0,5361.899902,1.00863429308,neutral
2016-05-02,5312.0,5436.799805,1.02349393919,neutral
2016-05-03,5415.0,5451.899902,1.00681438633,neutral
2016-05-04,5335.600098,5469.700195,1.02513308616,neutral
2016-05-05,5344.5,5469.700195,1.0234259884,neutral
2016-05-06,5358.600098,5473.600098,1.02146082893,neutral
2016-05-08,5358.600098,5447.799805,1.01664608393,neutral
2016-05-09,5387.799805,5395.200195,1.00137354584,neutral
2016-05-10,5403.899902,5354.200195,0.990802992672,neutral
2016-05-11,5434.799805,5392.5,0.992216860507,neutral
2016-05-12,5423.399902,5431.0,1.00140135305,neutral
2016-05-13,5396.299805,5441.0,1.00828348991,neutral
2016-05-15,5396.299805,5441.100098,1.00830203929,neutral
2016-05-16,5420.299805,5437.399902,1.00315482494,neutral
2016-05-17,5458.5,5391.600098,0.987743903637,neutral
2016-05-18,5420.5,5391.600098,0.994668406605,neutral
2016-05-19,5385.600098,5391.600098,1.00111408198,neutral
2016-05-20,5415.200195,5282.5,0.975494868108,neutral
2016-05-22,5415.200195,5230.399902,0.96587378373,down
2016-05-23,5384.899902,5231.700195,0.971550129104,neutral
2016-05-24,5361.899902,5248.299805,0.978813461818,neutral
2016-05-25,5436.799805,5248.299805,0.96532886868,down
2016-05-26,5451.899902,5335.600098,0.978668022874,neutral
2016-05-27,5469.700195,5353.299805,0.97871905482,neutral
2016-05-29,5469.700195,5349.5,0.978024354039,neutral
2016-05-30,5473.600098,5358.600098,0.978990061762,neutral
2016-05-31,5447.799805,5192.799805,0.953192112572,down
2016-06-01,5395.200195,5192.799805,0.962485101074,down
2016-06-02,5354.200195,5216.200195,0.974225842334,neutral
2016-06-03,5392.5,5179.700195,0.960537820121,down
2016-06-06,5431.0,5179.700195,0.953728631007,down
2016-06-07,5441.0,5310.399902,0.975997041353,neutral
2016-06-08,5441.100098,5327.0,0.979029957923,neutral
2016-06-09,5437.399902,5327.0,0.979696195978,neutral
2016-06-10,5391.600098,5365.200195,0.995103512404,neutral
2016-06-12,5391.600098,5312.799805,0.985384618375,neutral
2016-06-13,5391.600098,5284.700195,0.98017287984,neutral
2016-06-14,5282.5,5311.0,1.00539517274,neutral
2016-06-15,5230.399902,5315.600098,1.01628942291,neutral
2016-06-16,5231.700195,5315.600098,1.01603683313,neutral
2016-06-17,5248.299805,5417.5,1.03223904908,up
2016-06-19,5248.299805,5433.200195,1.03523053119,up
2016-06-20,5335.600098,5470.299805,1.02524546528,neutral
2016-06-21,5353.299805,5491.799805,1.02587189305,neutral
2016-06-22,5349.5,5510.100098,1.03002151566,up
2016-06-23,5358.600098,5510.100098,1.02827230941,neutral
2016-06-24,5192.799805,5538.899902,1.06664999807,up
2016-06-26,5192.799805,5533.899902,1.06568712637,up
2016-06-27,5216.200195,5565.899902,1.06704108238,up
2016-06-28,5179.700195,5588.700195,1.07896209908,up
2016-06-29,5179.700195,5574.299805,1.0761819401,up
2016-06-30,5310.399902,5574.299805,1.04969492089,up
2016-07-01,5327.0,5607.5,1.05265627933,up
2016-07-03,5327.0,5612.600098,1.05361368463,up
2016-07-04,5365.200195,5615.0,1.0465592701,up
2016-07-05,5312.799805,5636.700195,1.06096604463,up
2016-07-06,5284.700195,5644.0,1.06798868275,up
2016-07-07,5311.0,5644.0,1.06270005649,up
2016-07-08,5315.600098,5670.100098,1.06669049467,up
2016-07-10,5315.600098,5622.100098,1.05766047,up
2016-07-11,5417.5,5551.399902,1.02471617942,neutral
2016-07-12,5433.200195,5563.399902,1.02396372346,neutral
2016-07-13,5470.299805,5585.600098,1.02107750893,neutral
2016-07-14,5491.799805,5585.600098,1.01708006416,neutral
2016-07-15,5510.100098,5625.700195,1.02097967277,neutral
2016-07-17,5510.100098,5636.700195,1.02297600674,neutral
2016-07-18,5538.899902,5628.200195,1.01612238794,neutral
2016-07-19,5533.899902,5599.399902,1.01183613747,neutral
2016-07-20,5565.899902,5626.299805,1.01085177672,neutral
2016-07-21,5588.700195,5626.299805,1.00672779156,neutral
2016-07-22,5574.299805,5633.799805,1.01067398634,neutral
2016-07-24,5574.299805,5625.700195,1.00922095901,neutral
2016-07-25,5607.5,5628.100098,1.00367366884,neutral
2016-07-26,5612.600098,5607.299805,0.999055643925,neutral
2016-07-27,5615.0,5625.399902,1.0018521642,neutral
2016-07-28,5636.700195,5625.399902,0.997995229015,neutral
2016-07-29,5644.0,5612.299805,0.994383381467,neutral
2016-07-31,5644.0,5647.100098,1.00054927321,neutral
2016-08-01,5670.100098,5653.600098,0.997089998463,neutral
2016-08-02,5622.100098,5631.399902,1.00165415127,neutral
2016-08-03,5551.399902,5607.399902,1.01008754566,neutral
2016-08-04,5563.399902,5607.399902,1.00790883287,neutral
2016-08-05,5585.600098,5561.5,0.995685316246,neutral
2016-08-07,5585.600098,5573.5,0.997833697761,neutral
2016-08-08,5625.700195,5529.399902,0.982882078735,neutral
2016-08-09,5636.700195,5511.200195,0.977735200444,neutral
2016-08-10,5628.200195,5470.600098,0.971998135898,neutral
2016-08-11,5599.399902,5470.600098,0.976997570051,neutral
2016-08-12,5626.299805,5524.399902,0.981888646796,neutral
2016-08-14,5626.299805,5510.399902,0.979400332898,neutral
2016-08-15,5633.799805,5521.100098,0.979995791313,neutral
2016-08-16,5625.700195,5484.600098,0.974918660414,neutral
2016-08-17,5628.100098,5440.5,0.966667242101,down
2016-08-18,5607.299805,5440.5,0.970253096713,neutral
2016-08-19,5625.399902,5319.100098,0.945550572522,down
2016-08-21,5625.399902,5310.0,0.943932892329,down
2016-08-22,5612.299805,5326.600098,0.949094004788,down
2016-08-23,5647.100098,5337.100098,0.945104567899,down
2016-08-24,5653.600098,5396.700195,0.954559944363,down
2016-08-25,5631.399902,5396.700195,0.958323026053,down
2016-08-26,5607.399902,5393.700195,0.961889697411,down
2016-08-28,5607.399902,5397.299805,0.962531636646,down
2016-08-29,5561.5,5429.399902,0.976247397645,neutral
2016-08-30,5573.5,5466.299805,0.980766090428,neutral
2016-08-31,5529.399902,5518.600098,0.998046839767,neutral
2016-09-01,5511.200195,5518.600098,1.00134270263,neutral
2016-09-02,5470.600098,5519.100098,1.00886557217,neutral
2016-09-04,5470.600098,5493.700195,1.00422258922,neutral
2016-09-05,5524.399902,5500.200195,0.995619486744,neutral
2016-09-06,5510.399902,5558.200195,1.00867455971,neutral
2016-09-07,5521.100098,5525.200195,1.0007426232,neutral
2016-09-08,5484.600098,5564.799805,1.01462270823,neutral
2016-09-09,5440.5,5569.899902,1.02378456061,neutral
2016-09-11,5440.5,5537.0,1.01773734032,neutral
2016-09-12,5319.100098,5564.799805,1.04619196903,up
2016-09-13,5310.0,5548.5,1.04491525424,up
2016-09-14,5326.600098,5548.5,1.04165882513,up
2016-09-15,5337.100098,5555.5,1.04092108036,up
2016-09-16,5396.700195,5562.200195,1.03066688792,up
2016-09-18,5396.700195,5555.200195,1.029369799,neutral
2016-09-19,5393.700195,5518.299805,1.02310095213,neutral
2016-09-20,5397.299805,5518.5,1.02245570922,neutral
2016-09-21,5429.399902,5518.5,1.01641067146,neutral
2016-09-22,5466.299805,5470.899902,1.00084153763,neutral
2016-09-23,5518.600098,5492.0,0.995179919268,neutral
2016-09-25,5518.600098,5518.399902,0.999963723409,neutral
2016-09-26,5519.100098,5526.200195,1.00128645918,neutral
2016-09-27,5493.700195,5513.899902,1.00367688557,neutral
2016-09-28,5500.200195,5513.899902,1.00249076516,neutral
2016-09-29,5558.200195,5489.100098,0.987567900656,neutral
2016-09-30,5525.200195,5523.299805,0.999656050472,neutral
2016-10-02,5564.799805,5442.100098,0.977950741931,neutral
2016-10-03,5569.899902,5378.399902,0.965618771725,down
2016-10-04,5537.0,5370.899902,0.970001788333,neutral
2016-10-05,5564.799805,5370.899902,0.965155996659,down
2016-10-06,5548.5,5402.399902,0.973668541408,neutral
2016-10-07,5548.5,5375.200195,0.968766368388,down
2016-10-09,5555.5,5311.0,0.955989559896,down
2016-10-10,5562.200195,5306.600098,0.954046944008,down
2016-10-11,5555.200195,5263.100098,0.947418619177,down
2016-10-12,5518.299805,5263.100098,0.953753924937,down
2016-10-13,5518.5,5330.899902,0.966005237293,down
2016-10-14,5518.5,5342.200195,0.968052948265,down
2016-10-16,5470.899902,5238.299805,0.957484124885,down
2016-10-17,5492.0,5408.899902,0.984868882374,neutral
2016-10-18,5518.399902,5446.600098,0.9869890176,neutral
2016-10-19,5526.200195,5446.600098,0.985595871631,neutral
2016-10-20,5513.899902,5420.299805,0.983024701452,neutral
2016-10-21,5513.899902,5399.799805,0.979306824747,neutral
2016-10-23,5489.100098,5399.600098,0.983694959392,neutral
2016-10-24,5523.299805,5408.899902,0.979287761476,neutral
2016-10-25,5442.100098,5427.5,0.997317194146,neutral
2016-10-26,5378.399902,5427.5,1.00912912742,neutral
2016-10-27,5370.899902,5419.299805,1.00901150717,neutral
2016-10-28,5370.899902,5480.600098,1.0204249191,neutral
2016-10-30,5402.399902,5549.899902,1.02730268079,neutral
2016-10-31,5375.200195,5549.0,1.03233364316,up
2016-11-01,5311.0,5570.5,1.04886085483,up
2016-11-02,5306.600098,5570.5,1.04973050487,up
2016-11-03,5263.100098,5532.600098,1.05120556231,up
2016-11-04,5263.100098,5520.5,1.04890651844,up
2016-11-06,5330.899902,5502.399902,1.03217092858,up
2016-11-07,5342.200195,5560.399902,1.04084453952,up
2016-11-08,5238.299805,5502.600098,1.0504553582,up
2016-11-09,5408.899902,5502.600098,1.01732333704,neutral
2016-11-10,5446.600098,5458.0,1.00209303084,neutral
2016-11-11,5446.600098,5486.600098,1.00734403101,neutral
2016-11-13,5420.299805,5535.399902,1.02123500565,neutral
2016-11-14,5399.799805,5599.0,1.03689029264,up
2016-11-15,5399.600098,5615.799805,1.04003994797,up
2016-11-16,5408.899902,5615.799805,1.03825175299,up
2016-11-17,5427.5,5619.100098,1.03530172234,up
2016-11-18,5427.5,5600.700195,1.03191159742,up
2016-11-20,5419.299805,5639.700195,1.04066953258,up
2016-11-21,5480.600098,5595.0,1.02087360872,neutral
2016-11-22,5549.899902,5589.700195,1.0071713533,neutral
2016-11-23,5549.0,5589.700195,1.00733469003,neutral
2016-11-24,5570.5,5612.799805,1.00759353828,neutral
2016-11-25,5570.5,5640.0,1.01247643838,neutral
2016-11-27,5532.600098,5662.0,1.02338862374,neutral
2016-11-28,5520.5,5691.799805,1.0310297627,up
2016-11-29,5502.399902,5675.100098,1.03138634034,up
2016-11-30,5560.399902,5675.100098,1.02062804799,neutral
2016-12-01,5502.600098,5675.100098,1.03134881636,up
2016-12-02,5502.600098,5732.399902,1.04176203975,up
2016-12-04,5458.0,5746.700195,1.052894869,up
2016-12-05,5486.600098,5719.100098,1.04237596979,up
2016-12-06,5535.399902,5719.100098,1.03318643626,up
2016-12-07,5599.0,5784.600098,1.03314879407,up
2016-12-08,5615.799805,5788.200195,1.03069916948,up
2016-12-09,5615.799805,5805.100098,1.03370851875,up
2016-12-11,5619.100098,5809.0,1.03379542964,up
2016-12-12,5600.700195,5809.0,1.03719174349,up
2016-12-13,5639.700195,5857.700195,1.03865453703,up
2016-12-14,5595.0,5813.0,1.03896336014,up
2016-12-15,5589.700195,5823.700195,1.04186271031,up
2016-12-16,5589.700195,5821.600098,1.04148700197,up
2016-12-18,5612.799805,5776.799805,1.02921892918,neutral
2016-12-19,5640.0,5776.799805,1.02425528457,neutral
2016-12-20,5662.0,5803.0,1.02490286118,neutral
2016-12-21,5691.799805,5754.700195,1.01105105453,neutral
2016-12-22,5675.100098,5733.700195,1.01032582615,neutral
2016-12-23,5675.100098,5745.399902,1.01238741217,neutral
2016-12-26,5675.100098,5709.700195,1.00609682585,neutral
2016-12-27,5732.399902,5709.700195,0.996040104077,neutral
2016-12-28,5746.700195,5668.0,0.986305150377,neutral
2016-12-29,5719.100098,5706.299805,0.997761834418,neutral
2016-12-30,5719.100098,5726.0,1.00120646638,neutral
2017-01-02,5784.600098,5726.0,0.989869637139,neutral
2017-01-03,5788.200195,5765.600098,0.996095488021,neutral
2017-01-04,5805.100098,5765.600098,0.993195638433,neutral
2017-01-05,5809.0,5714.299805,0.983697676881,neutral
2017-01-06,5809.0,5675.0,0.976932346359,neutral
2017-01-08,5857.700195,5704.0,0.973761000071,neutral
2017-01-09,5813.0,5696.399902,0.979941493549,neutral
2017-01-10,5823.700195,5672.5,0.974037091551,neutral
2017-01-11,5821.600098,5672.5,0.974388467863,neutral
2017-01-12,5776.799805,5665.399902,0.980715983458,neutral
2017-01-13,5776.799805,5672.600098,0.981962382198,neutral
2017-01-15,5803.0,5703.399902,0.98283644701,neutral
2017-01-16,5754.700195,5717.700195,0.993570473049,neutral
2017-01-17,5733.700195,5771.600098,1.00661002524,neutral
2017-01-18,5745.399902,5771.600098,1.00456020407,neutral
2017-01-19,5709.700195,5812.899902,1.01807445286,neutral
2017-01-20,5709.700195,5810.899902,1.01772417177,neutral
2017-01-22,5668.0,5859.100098,1.03371561362,up
2017-01-23,5706.299805,5863.0,1.02746091169,neutral
2017-01-24,5726.0,5851.0,1.02183024799,neutral
2017-01-25,5726.0,5851.0,1.02183024799,neutral
2017-01-26,5765.600098,5840.5,1.01299082502,neutral
2017-01-27,5765.600098,5835.399902,1.01210625136,neutral
2017-01-29,5714.299805,5850.100098,1.02376499267,neutral
2017-01-30,5675.0,5832.5,1.02775330396,neutral
2017-01-31,5704.0,5786.899902,1.01453364341,neutral
2017-02-01,5696.399902,5786.899902,1.01588722729,neutral
2017-02-02,5672.5,5773.799805,1.01785805289,neutral
2017-02-03,5672.5,5761.0,1.0156015866,neutral
2017-02-05,5665.399902,5750.899902,1.01509160897,neutral
2017-02-06,5672.600098,5820.700195,1.0261079742,neutral
2017-02-07,5703.399902,5775.399902,1.01262404903,neutral
2017-02-08,5717.700195,5775.399902,1.01009141876,neutral
2017-02-09,5771.600098,5788.5,1.00292811382,neutral
2017-02-10,5771.600098,5801.899902,1.00524981002,neutral
2017-02-12,5812.899902,5799.5,0.997694799115,neutral
2017-02-13,5810.899902,5780.5,0.994768469168,neutral
2017-02-14,5859.100098,5811.200195,0.991824699664,neutral
2017-02-15,5863.0,5811.200195,0.991164965888,neutral
2017-02-16,5851.0,5794.600098,0.990360638865,neutral
2017-02-17,5851.0,5798.100098,0.990958827209,neutral
2017-02-19,5840.5,5813.700195,0.995411385155,neutral
2017-02-20,5835.399902,5827.5,0.998646210691,neutral
2017-02-21,5850.100098,5840.799805,0.998410233527,neutral
2017-02-22,5832.5,5840.799805,1.001423027,neutral
2017-02-23,5786.899902,5820.5,1.00580623452,neutral
2017-02-24,5786.899902,5819.5,1.00563343043,neutral
2017-02-26,5773.799805,5732.0,0.992760433958,neutral
2017-02-27,5761.0,5754.0,0.998784933171,neutral
2017-02-28,5750.899902,5796.100098,1.00785967358,neutral
2017-03-01,5820.700195,5796.100098,0.995773687671,neutral
2017-03-02,5775.399902,5789.200195,1.00238949566,neutral
2017-03-03,5775.399902,5860.399902,1.01471759557,neutral
2017-03-05,5788.5,5910.700195,1.02111085687,neutral
2017-03-06,5801.899902,5931.799805,1.02238920098,neutral
2017-03-07,5799.5,5903.799805,1.01798427537,neutral
2017-03-08,5780.5,5903.799805,1.02133030101,neutral
2017-03-09,5811.200195,5903.799805,1.01593467905,neutral
2017-03-10,5811.200195,5909.700195,1.01695002696,neutral
2017-03-12,5794.600098,5895.799805,1.01746448509,neutral
2017-03-13,5798.100098,5915.899902,1.02031696625,neutral
2017-03-14,5813.700195,5897.299805,1.0143797594,neutral
2017-03-15,5827.5,5902.600098,1.0128871897,neutral
2017-03-16,5840.799805,5902.600098,1.01058079288,neutral
2017-03-17,5840.799805,5948.899902,1.01850775589,neutral
2017-03-19,5820.5,5964.600098,1.02475734009,neutral
2017-03-20,5819.5,5968.899902,1.02567229178,neutral
2017-03-21,5732.0,5925.899902,1.03382761724,up
2017-03-22,5754.0,5925.899902,1.02987485262,neutral
2017-03-23,5796.100098,5925.899902,1.02239433443,neutral
2017-03-24,5796.100098,5925.899902,1.02239433443,neutral
2017-03-26,5789.200195,5839.899902,1.00875763582,neutral
2017-03-27,5860.399902,5854.399902,0.998976179083,neutral
2017-03-28,5910.700195,5885.600098,0.995753447786,neutral
2017-03-29,5931.799805,5885.600098,0.992211519519,neutral
2017-03-30,5903.799805,5900.700195,0.999474980504,neutral
2017-03-31,5903.799805,5900.700195,0.999474980504,neutral
2017-04-02,5903.799805,5936.799805,1.00558962043,neutral
2017-04-03,5909.700195,5944.399902,1.00587165268,neutral
2017-04-04,5895.799805,5947.600098,1.00878596538,neutral
2017-04-05,5915.899902,,,neutral
2017-04-06,5897.299805,,,neutral
2017-04-07,5902.600098,,,neutral
2017-04-09,5902.600098,,,neutral
2017-04-10,5948.899902,,,neutral
2017-04-11,5964.600098,,,neutral
2017-04-12,5968.899902,,,neutral
2017-04-13,5925.899902,,,neutral
2017-04-14,5925.899902,,,neutral
2017-04-17,5925.899902,,,neutral
2017-04-18,5925.899902,,,neutral
2017-04-19,5839.899902,,,neutral
2017-04-20,5854.399902,,,neutral
2017-04-21,5885.600098,,,neutral
2017-04-23,5885.600098,,,neutral
2017-04-24,5900.700195,,,neutral
2017-04-25,5900.700195,,,neutral
2017-04-26,5936.799805,,,neutral
2017-04-27,5944.399902,,,neutral
2017-04-28,5947.600098,,,neutral
